Sciezka;Etykiety
Dataset/train/images\DTR (5949).jpg;Drone
Dataset/train/images\DTR (595).jpg;Drone
Dataset/train/images\DTR (5950).jpg;Drone
Dataset/train/images\DTR (5951).jpg;Drone
Dataset/train/images\DTR (5952).jpg;Drone
Dataset/train/images\DTR (5953).jpg;Drone
Dataset/train/images\DTR (5954).jpg;Drone
Dataset/train/images\DTR (5955).jpg;Drone
Dataset/train/images\DTR (5956).jpg;Drone
Dataset/train/images\DTR (5957).jpg;Drone
Dataset/train/images\DTR (5958).jpg;Drone
Dataset/train/images\DTR (5959).jpg;Drone
Dataset/train/images\DTR (596).jpg;Drone
Dataset/train/images\DTR (5960).jpg;Drone
Dataset/train/images\DTR (5961).jpg;Drone
Dataset/train/images\DTR (5962).jpg;Drone
Dataset/train/images\DTR (5963).jpg;Drone
Dataset/train/images\DTR (5964).jpg;Drone
Dataset/train/images\DTR (5965).jpg;Drone
Dataset/train/images\DTR (5966).jpg;Drone
Dataset/train/images\DTR (5967).jpg;Drone
Dataset/train/images\DTR (5968).jpg;Drone
Dataset/train/images\DTR (5969).jpg;Drone
Dataset/train/images\DTR (597).jpg;Drone
Dataset/train/images\DTR (5970).jpg;Drone
Dataset/train/images\DTR (5971).jpg;Drone
Dataset/train/images\DTR (5972).jpg;Drone
Dataset/train/images\DTR (5973).jpg;Drone
Dataset/train/images\DTR (5974).jpg;Drone
Dataset/train/images\DTR (5975).jpg;Drone
Dataset/train/images\DTR (5976).jpg;Drone
Dataset/train/images\DTR (5977).jpg;Drone
Dataset/train/images\DTR (5978).jpg;Drone
Dataset/train/images\DTR (5979).jpg;Drone
Dataset/train/images\DTR (598).jpg;Drone
Dataset/train/images\DTR (5980).jpg;Drone
Dataset/train/images\DTR (5981).jpg;Drone
Dataset/train/images\DTR (5982).jpg;Drone
Dataset/train/images\DTR (5983).jpg;Drone
Dataset/train/images\DTR (5984).jpg;Drone
Dataset/train/images\DTR (5985).jpg;Drone
Dataset/train/images\DTR (5986).jpg;Drone
Dataset/train/images\DTR (5987).jpg;Drone
Dataset/train/images\DTR (5988).jpg;Drone
Dataset/train/images\DTR (5989).jpg;Drone
Dataset/train/images\DTR (599).jpg;Drone
Dataset/train/images\DTR (5990).jpg;Drone
Dataset/train/images\DTR (5991).jpg;Drone
Dataset/train/images\DTR (5992).jpg;Drone
Dataset/train/images\DTR (5993).jpg;Drone
Dataset/train/images\DTR (5994).jpg;Drone
Dataset/train/images\DTR (5995).jpg;Drone
Dataset/train/images\DTR (5996).jpg;Drone
Dataset/train/images\DTR (5997).jpg;Drone
Dataset/train/images\DTR (5998).jpg;Drone
Dataset/train/images\DTR (5999).jpg;Drone
Dataset/train/images\DTR (6).jpg;Drone
Dataset/train/images\DTR (60).jpg;Drone
Dataset/train/images\DTR (600).jpg;Drone
Dataset/train/images\DTR (6000).jpg;Drone
Dataset/train/images\DTR (6001).jpg;Drone
Dataset/train/images\DTR (6002).jpg;Drone
Dataset/train/images\DTR (6003).jpg;Drone
Dataset/train/images\DTR (6004).jpg;Drone
Dataset/train/images\DTR (6005).jpg;Drone
Dataset/train/images\DTR (6006).jpg;Drone
Dataset/train/images\DTR (6007).jpg;Drone
Dataset/train/images\DTR (6008).jpg;Drone
Dataset/train/images\DTR (6009).jpg;Drone
Dataset/train/images\DTR (601).jpg;Drone
Dataset/train/images\DTR (6010).jpg;Drone
Dataset/train/images\DTR (6011).jpg;Drone
Dataset/train/images\DTR (6012).jpg;Drone
Dataset/train/images\DTR (6013).jpg;Drone
Dataset/train/images\DTR (6014).jpg;Drone
Dataset/train/images\DTR (6015).jpg;Drone
Dataset/train/images\DTR (6016).jpg;Drone
Dataset/train/images\DTR (6017).jpg;Drone
Dataset/train/images\DTR (6018).jpg;Drone
Dataset/train/images\DTR (6019).jpg;Drone
Dataset/train/images\DTR (602).jpg;Drone
Dataset/train/images\DTR (6020).jpg;Drone
Dataset/train/images\DTR (6021).jpg;Drone
Dataset/train/images\DTR (6022).jpg;Drone
Dataset/train/images\DTR (6023).jpg;Drone
Dataset/train/images\DTR (6024).jpg;Drone
Dataset/train/images\DTR (6025).jpg;Drone
Dataset/train/images\DTR (6026).jpg;Drone
Dataset/train/images\DTR (6027).jpg;Drone
Dataset/train/images\DTR (6028).jpg;Drone
Dataset/train/images\DTR (6029).jpg;Drone
Dataset/train/images\DTR (603).jpg;Drone
Dataset/train/images\DTR (6030).jpg;Drone
Dataset/train/images\DTR (6031).jpg;Drone
Dataset/train/images\DTR (6032).jpg;Drone
Dataset/train/images\DTR (6033).jpg;Drone
Dataset/train/images\DTR (6034).jpg;Drone
Dataset/train/images\DTR (6035).jpg;Drone
Dataset/train/images\DTR (6036).jpg;Drone
Dataset/train/images\DTR (6037).jpg;Drone
Dataset/train/images\DTR (6038).jpg;Drone
Dataset/train/images\DTR (6039).jpg;Drone
Dataset/train/images\DTR (604).jpg;Drone
Dataset/train/images\DTR (6040).jpg;Drone
Dataset/train/images\DTR (6041).jpg;Drone
Dataset/train/images\DTR (6042).jpg;Drone
Dataset/train/images\DTR (6043).jpg;Drone
Dataset/train/images\DTR (6044).jpg;Drone
Dataset/train/images\DTR (6045).jpg;Drone
Dataset/train/images\DTR (6046).jpg;Drone
Dataset/train/images\DTR (6047).jpg;Drone
Dataset/train/images\DTR (6048).jpg;Drone
Dataset/train/images\DTR (6049).jpg;Drone
Dataset/train/images\DTR (605).jpg;Drone
Dataset/train/images\DTR (6050).jpg;Drone
Dataset/train/images\DTR (6051).jpg;Drone
Dataset/train/images\DTR (6052).jpg;Drone
Dataset/train/images\DTR (6053).jpg;Drone
Dataset/train/images\DTR (6054).jpg;Drone
Dataset/train/images\DTR (6055).jpg;Drone
Dataset/train/images\DTR (6056).jpg;Drone
Dataset/train/images\DTR (6057).jpg;Drone
Dataset/train/images\DTR (6058).jpg;Drone
Dataset/train/images\DTR (6059).jpg;Drone
Dataset/train/images\DTR (606).jpg;Drone
Dataset/train/images\DTR (6060).jpg;Drone
Dataset/train/images\DTR (6061).jpg;Drone
Dataset/train/images\DTR (6062).jpg;Drone
Dataset/train/images\DTR (6063).jpg;Drone
Dataset/train/images\DTR (6064).jpg;Drone
Dataset/train/images\DTR (6065).jpg;Drone
Dataset/train/images\DTR (6066).jpg;Drone
Dataset/train/images\DTR (6067).jpg;Drone
Dataset/train/images\DTR (6068).jpg;Drone
Dataset/train/images\DTR (6069).jpg;Drone
Dataset/train/images\DTR (607).jpg;Drone
Dataset/train/images\DTR (6070).jpg;Drone
Dataset/train/images\DTR (6071).jpg;Drone
Dataset/train/images\DTR (6072).jpg;Drone
Dataset/train/images\DTR (6073).jpg;Drone
Dataset/train/images\DTR (6074).jpg;Drone
Dataset/train/images\DTR (6075).jpg;Drone
Dataset/train/images\DTR (6076).jpg;Drone
Dataset/train/images\DTR (6077).jpg;Drone
Dataset/train/images\DTR (6078).jpg;Drone
Dataset/train/images\DTR (6079).jpg;Drone
Dataset/train/images\DTR (608).jpg;Drone
Dataset/train/images\DTR (6080).jpg;Drone
Dataset/train/images\DTR (6081).jpg;Drone
Dataset/train/images\DTR (6082).jpg;Drone
Dataset/train/images\DTR (6083).jpg;Drone
Dataset/train/images\DTR (6084).jpg;Drone
Dataset/train/images\DTR (6085).jpg;Drone
Dataset/train/images\DTR (6086).jpg;Drone
Dataset/train/images\DTR (6087).jpg;Drone
Dataset/train/images\DTR (6088).jpg;Drone
Dataset/train/images\DTR (6089).jpg;Drone
Dataset/train/images\DTR (609).jpg;Drone
Dataset/train/images\DTR (6090).jpg;Drone
Dataset/train/images\DTR (6091).jpg;Drone
Dataset/train/images\DTR (6092).jpg;Drone
Dataset/train/images\DTR (6093).jpg;Drone
Dataset/train/images\DTR (6094).jpg;Drone
Dataset/train/images\DTR (6095).jpg;Drone
Dataset/train/images\DTR (6096).jpg;Drone
Dataset/train/images\DTR (6097).jpg;Drone
Dataset/train/images\DTR (6098).jpg;Drone
Dataset/train/images\DTR (6099).jpg;Drone
Dataset/train/images\DTR (61).jpg;Drone
Dataset/train/images\DTR (610).jpg;Drone
Dataset/train/images\DTR (6100).jpg;Drone
Dataset/train/images\DTR (6101).jpg;Drone
Dataset/train/images\DTR (6102).jpg;Drone
Dataset/train/images\DTR (6103).jpg;Drone
Dataset/train/images\DTR (6104).jpg;Drone
Dataset/train/images\DTR (6105).jpg;Drone
Dataset/train/images\DTR (6106).jpg;Drone
Dataset/train/images\DTR (6107).jpg;Drone
Dataset/train/images\DTR (6108).jpg;Drone
Dataset/train/images\DTR (6109).jpg;Drone
Dataset/train/images\DTR (611).jpg;Drone
Dataset/train/images\DTR (6110).jpg;Drone
Dataset/train/images\DTR (6111).jpg;Drone
Dataset/train/images\DTR (6112).jpg;Drone
Dataset/train/images\DTR (6113).jpg;Drone
Dataset/train/images\DTR (6114).jpg;Drone
Dataset/train/images\DTR (6115).jpg;Drone
Dataset/train/images\DTR (6116).jpg;Drone
Dataset/train/images\DTR (6117).jpg;Drone
Dataset/train/images\DTR (6118).jpg;Drone
Dataset/train/images\DTR (6119).jpg;Drone
Dataset/train/images\DTR (612).jpg;Drone
Dataset/train/images\DTR (6120).jpg;Drone
Dataset/train/images\DTR (6121).jpg;Drone
Dataset/train/images\DTR (6122).jpg;Drone
Dataset/train/images\DTR (6123).jpg;Drone
Dataset/train/images\DTR (6124).jpg;Drone
Dataset/train/images\DTR (6125).jpg;Drone
Dataset/train/images\DTR (6126).jpg;Drone
Dataset/train/images\DTR (6127).jpg;Drone
Dataset/train/images\DTR (6128).jpg;Drone
Dataset/train/images\DTR (6129).jpg;Drone
Dataset/train/images\DTR (613).jpg;Drone
Dataset/train/images\DTR (6130).jpg;Drone
Dataset/train/images\DTR (6131).jpg;Drone
Dataset/train/images\DTR (6132).jpg;Drone
Dataset/train/images\DTR (6133).jpg;Drone
Dataset/train/images\DTR (6134).jpg;Drone
Dataset/train/images\DTR (6135).jpg;Drone
Dataset/train/images\DTR (6136).jpg;Drone
Dataset/train/images\DTR (6137).jpg;Drone
Dataset/train/images\DTR (6138).jpg;Drone
Dataset/train/images\DTR (6139).jpg;Drone
Dataset/train/images\DTR (614).jpg;Drone
Dataset/train/images\DTR (6140).jpg;Drone
Dataset/train/images\DTR (6141).jpg;Drone
Dataset/train/images\DTR (6142).jpg;Drone
Dataset/train/images\DTR (6143).jpg;Drone
Dataset/train/images\DTR (6144).jpg;Drone
Dataset/train/images\DTR (6145).jpg;Drone
Dataset/train/images\DTR (6146).jpg;Drone
Dataset/train/images\DTR (6147).jpg;Drone
Dataset/train/images\DTR (6148).jpg;Drone
Dataset/train/images\DTR (6149).jpg;Drone
Dataset/train/images\DTR (615).jpg;Drone
Dataset/train/images\DTR (6150).jpg;Drone
Dataset/train/images\DTR (6151).jpg;Drone
Dataset/train/images\DTR (6152).jpg;Drone
Dataset/train/images\DTR (6153).jpg;Drone
Dataset/train/images\DTR (6154).jpg;Drone
Dataset/train/images\DTR (6155).jpg;Drone
Dataset/train/images\DTR (6156).jpg;Drone
Dataset/train/images\DTR (6157).jpg;Drone
Dataset/train/images\DTR (6158).jpg;Drone
Dataset/train/images\DTR (6159).jpg;Drone
Dataset/train/images\DTR (616).jpg;Drone
Dataset/train/images\DTR (6160).jpg;Drone
Dataset/train/images\DTR (6161).jpg;Drone
Dataset/train/images\DTR (6162).jpg;Drone
Dataset/train/images\DTR (6163).jpg;Drone
Dataset/train/images\DTR (6164).jpg;Drone
Dataset/train/images\DTR (6165).jpg;Drone
Dataset/train/images\DTR (6166).jpg;Drone
Dataset/train/images\DTR (6167).jpg;Drone
Dataset/train/images\DTR (6168).jpg;Drone
Dataset/train/images\DTR (6169).jpg;Drone
Dataset/train/images\DTR (617).jpg;Drone
Dataset/train/images\DTR (6170).jpg;Drone
Dataset/train/images\DTR (6171).jpg;Drone
Dataset/train/images\DTR (6172).jpg;Drone
Dataset/train/images\DTR (6173).jpg;Drone
Dataset/train/images\DTR (6174).jpg;Drone
Dataset/train/images\DTR (6175).jpg;Drone
Dataset/train/images\DTR (6176).jpg;Drone
Dataset/train/images\DTR (6177).jpg;Drone
Dataset/train/images\DTR (6178).jpg;Drone
Dataset/train/images\DTR (6179).jpg;Drone
Dataset/train/images\DTR (618).jpg;Drone
Dataset/train/images\DTR (6180).jpg;Drone
Dataset/train/images\DTR (6181).jpg;Drone
Dataset/train/images\DTR (6182).jpg;Drone
Dataset/train/images\DTR (6183).jpg;Drone
Dataset/train/images\DTR (6184).jpg;Drone
Dataset/train/images\DTR (6185).jpg;Drone
Dataset/train/images\DTR (6186).jpg;Drone
Dataset/train/images\DTR (6187).jpg;Drone
Dataset/train/images\DTR (6188).jpg;Drone
Dataset/train/images\DTR (6189).jpg;Drone
Dataset/train/images\DTR (619).jpg;Drone
Dataset/train/images\DTR (6190).jpg;Drone
Dataset/train/images\DTR (6191).jpg;Drone
Dataset/train/images\DTR (6192).jpg;Drone
Dataset/train/images\DTR (6193).jpg;Drone
Dataset/train/images\DTR (6194).jpg;Drone
Dataset/train/images\DTR (6195).jpg;Drone
Dataset/train/images\DTR (6196).jpg;Drone
Dataset/train/images\DTR (6197).jpg;Drone
Dataset/train/images\DTR (6198).jpg;Drone
Dataset/train/images\DTR (6199).jpg;Drone
Dataset/train/images\DTR (62).jpg;Drone
Dataset/train/images\DTR (620).jpg;Drone
Dataset/train/images\DTR (6200).jpg;Drone
Dataset/train/images\DTR (6201).jpg;Drone
Dataset/train/images\DTR (6202).jpg;Drone
Dataset/train/images\DTR (6203).jpg;Drone
Dataset/train/images\DTR (6204).jpg;Drone
Dataset/train/images\DTR (6205).jpg;Drone
Dataset/train/images\DTR (6206).jpg;Drone
Dataset/train/images\DTR (6207).jpg;Drone
Dataset/train/images\DTR (6208).jpg;Drone
Dataset/train/images\DTR (6209).jpg;Drone
Dataset/train/images\DTR (621).jpg;Drone
Dataset/train/images\DTR (6210).jpg;Drone
Dataset/train/images\DTR (6211).jpg;Drone
Dataset/train/images\DTR (6212).jpg;Drone
Dataset/train/images\DTR (6213).jpg;Drone
Dataset/train/images\DTR (6214).jpg;Drone
Dataset/train/images\DTR (6215).jpg;Drone
Dataset/train/images\DTR (6216).jpg;Drone
Dataset/train/images\DTR (6217).jpg;Drone
Dataset/train/images\DTR (6218).jpg;Drone
Dataset/train/images\DTR (6219).jpg;Drone
Dataset/train/images\DTR (622).jpg;Drone
Dataset/train/images\DTR (6220).jpg;Drone
Dataset/train/images\DTR (6221).jpg;Drone
Dataset/train/images\DTR (6222).jpg;Drone
Dataset/train/images\DTR (6223).jpg;Drone
Dataset/train/images\DTR (6224).jpg;Drone
Dataset/train/images\DTR (6225).jpg;Drone
Dataset/train/images\DTR (6226).jpg;Drone
Dataset/train/images\DTR (6227).jpg;Drone
Dataset/train/images\DTR (6228).jpg;Drone
Dataset/train/images\DTR (6229).jpg;Drone
Dataset/train/images\DTR (623).jpg;Drone
Dataset/train/images\DTR (6230).jpg;Drone
Dataset/train/images\DTR (6231).jpg;Drone
Dataset/train/images\DTR (6232).jpg;Drone
Dataset/train/images\DTR (6233).jpg;Drone
Dataset/train/images\DTR (6234).jpg;Drone
Dataset/train/images\DTR (6235).jpg;Drone
Dataset/train/images\DTR (6236).jpg;Drone
Dataset/train/images\DTR (6237).jpg;Drone
Dataset/train/images\DTR (6238).jpg;Drone
Dataset/train/images\DTR (6239).jpg;Drone
Dataset/train/images\DTR (624).jpg;Drone
Dataset/train/images\DTR (6240).jpg;Drone
Dataset/train/images\DTR (6241).jpg;Drone
Dataset/train/images\DTR (6242).jpg;Drone
Dataset/train/images\DTR (6243).jpg;Drone
Dataset/train/images\DTR (6244).jpg;Drone
Dataset/train/images\DTR (6245).jpg;Drone
Dataset/train/images\DTR (6246).jpg;Drone
Dataset/train/images\DTR (6247).jpg;Drone
Dataset/train/images\DTR (6248).jpg;Drone
Dataset/train/images\DTR (6249).jpg;Drone
Dataset/train/images\DTR (625).jpg;Drone
Dataset/train/images\DTR (6250).jpg;Drone
Dataset/train/images\DTR (6251).jpg;Drone
Dataset/train/images\DTR (6252).jpg;Drone
Dataset/train/images\DTR (6253).jpg;Drone
Dataset/train/images\DTR (6254).jpg;Drone
Dataset/train/images\DTR (6255).jpg;Drone
Dataset/train/images\DTR (6256).jpg;Drone
Dataset/train/images\DTR (6257).jpg;Drone
Dataset/train/images\DTR (6258).jpg;Drone
Dataset/train/images\DTR (6259).jpg;Drone
Dataset/train/images\DTR (626).jpg;Drone
Dataset/train/images\DTR (6260).jpg;Drone
Dataset/train/images\DTR (6261).jpg;Drone
Dataset/train/images\DTR (6262).jpg;Drone
Dataset/train/images\DTR (6263).jpg;Drone
Dataset/train/images\DTR (6264).jpg;Drone
Dataset/train/images\DTR (6265).jpg;Drone
Dataset/train/images\DTR (6266).jpg;Drone
Dataset/train/images\DTR (6267).jpg;Drone
Dataset/train/images\DTR (6268).jpg;Drone
Dataset/train/images\DTR (6269).jpg;Drone
Dataset/train/images\DTR (627).jpg;Drone
Dataset/train/images\DTR (6270).jpg;Drone
Dataset/train/images\DTR (6271).jpg;Drone
Dataset/train/images\DTR (6272).jpg;Drone
Dataset/train/images\DTR (6273).jpg;Drone
Dataset/train/images\DTR (6274).jpg;Drone
Dataset/train/images\DTR (6275).jpg;Drone
Dataset/train/images\DTR (6276).jpg;Drone
Dataset/train/images\DTR (6277).jpg;Drone
Dataset/train/images\DTR (6278).jpg;Drone
Dataset/train/images\DTR (6279).jpg;Drone
Dataset/train/images\DTR (628).jpg;Drone
Dataset/train/images\DTR (6280).jpg;Drone
Dataset/train/images\DTR (6281).jpg;Drone
Dataset/train/images\DTR (6282).jpg;Drone
Dataset/train/images\DTR (6283).jpg;Drone
Dataset/train/images\DTR (6284).jpg;Drone
Dataset/train/images\DTR (6285).jpg;Drone
Dataset/train/images\DTR (6286).jpg;Drone
Dataset/train/images\DTR (6287).jpg;Drone
Dataset/train/images\DTR (6288).jpg;Drone
Dataset/train/images\DTR (6289).jpg;Drone
Dataset/train/images\DTR (629).jpg;Drone
Dataset/train/images\DTR (6290).jpg;Drone
Dataset/train/images\DTR (6291).jpg;Drone
Dataset/train/images\DTR (6292).jpg;Drone
Dataset/train/images\DTR (6293).jpg;Drone
Dataset/train/images\DTR (6294).jpg;Drone
Dataset/train/images\DTR (6295).jpg;Drone
Dataset/train/images\DTR (6296).jpg;Drone
Dataset/train/images\DTR (6297).jpg;Drone
Dataset/train/images\DTR (6298).jpg;Drone
Dataset/train/images\DTR (6299).jpg;Drone
Dataset/train/images\DTR (63).jpg;Drone
Dataset/train/images\DTR (630).jpg;Drone
Dataset/train/images\DTR (6300).jpg;Drone
Dataset/train/images\DTR (6301).jpg;Drone
Dataset/train/images\DTR (6302).jpg;Drone
Dataset/train/images\DTR (6303).jpg;Drone
Dataset/train/images\DTR (6304).jpg;Drone
Dataset/train/images\DTR (6305).jpg;Drone
Dataset/train/images\DTR (6306).jpg;Drone
Dataset/train/images\DTR (6307).jpg;Drone
Dataset/train/images\DTR (6308).jpg;Drone
Dataset/train/images\DTR (6309).jpg;Drone
Dataset/train/images\DTR (631).jpg;Drone
Dataset/train/images\DTR (6310).jpg;Drone
Dataset/train/images\DTR (6311).jpg;Drone
Dataset/train/images\DTR (6312).jpg;Drone
Dataset/train/images\DTR (6313).jpg;Drone
Dataset/train/images\DTR (6314).jpg;Drone
Dataset/train/images\DTR (6315).jpg;Drone
Dataset/train/images\DTR (6316).jpg;Drone
Dataset/train/images\DTR (6317).jpg;Drone
Dataset/train/images\DTR (6318).jpg;Drone
Dataset/train/images\DTR (6319).jpg;Drone
Dataset/train/images\DTR (632).jpg;Drone
Dataset/train/images\DTR (6320).jpg;Drone
Dataset/train/images\DTR (6321).jpg;Drone
Dataset/train/images\DTR (6322).jpg;Drone
Dataset/train/images\DTR (6323).jpg;Drone
Dataset/train/images\DTR (6324).jpg;Drone
Dataset/train/images\DTR (6325).jpg;Drone
Dataset/train/images\DTR (6326).jpg;Drone
Dataset/train/images\DTR (6327).jpg;Drone
Dataset/train/images\DTR (6328).jpg;Drone
Dataset/train/images\DTR (6329).jpg;Drone
Dataset/train/images\DTR (633).jpg;Drone
Dataset/train/images\DTR (6330).jpg;Drone
Dataset/train/images\DTR (6331).jpg;Drone
Dataset/train/images\DTR (6332).jpg;Drone
Dataset/train/images\DTR (6333).jpg;Drone
Dataset/train/images\DTR (6334).jpg;Drone
Dataset/train/images\DTR (6335).jpg;Drone
Dataset/train/images\DTR (6336).jpg;Drone
Dataset/train/images\DTR (6337).jpg;Drone
Dataset/train/images\DTR (6338).jpg;Drone
Dataset/train/images\DTR (6339).jpg;Drone
Dataset/train/images\DTR (634).jpg;Drone
Dataset/train/images\DTR (6340).jpg;Drone
Dataset/train/images\DTR (6341).jpg;Drone
Dataset/train/images\DTR (6342).jpg;Drone
Dataset/train/images\DTR (6343).jpg;Drone
Dataset/train/images\DTR (6344).jpg;Drone
Dataset/train/images\DTR (6345).jpg;Drone
Dataset/train/images\DTR (6346).jpg;Drone
Dataset/train/images\DTR (6347).jpg;Drone
Dataset/train/images\DTR (6348).jpg;Drone
Dataset/train/images\DTR (6349).jpg;Drone
Dataset/train/images\DTR (635).jpg;Drone
Dataset/train/images\DTR (6350).jpg;Drone
Dataset/train/images\DTR (6351).jpg;Drone
Dataset/train/images\DTR (6352).jpg;Drone
Dataset/train/images\DTR (6353).jpg;Drone
Dataset/train/images\DTR (6354).jpg;Drone
Dataset/train/images\DTR (6355).jpg;Drone
Dataset/train/images\DTR (6356).jpg;Drone
Dataset/train/images\DTR (6357).jpg;Drone
Dataset/train/images\DTR (6358).jpg;Drone
Dataset/train/images\DTR (6359).jpg;Drone
Dataset/train/images\DTR (636).jpg;Drone
Dataset/train/images\DTR (6360).jpg;Drone
Dataset/train/images\DTR (6361).jpg;Drone
Dataset/train/images\DTR (6362).jpg;Drone
Dataset/train/images\DTR (6363).jpg;Drone
Dataset/train/images\DTR (6364).jpg;Drone
Dataset/train/images\DTR (6365).jpg;Drone
Dataset/train/images\DTR (6366).jpg;Drone
Dataset/train/images\DTR (6367).jpg;Drone
Dataset/train/images\DTR (6368).jpg;Drone
Dataset/train/images\DTR (6369).jpg;Drone
Dataset/train/images\DTR (637).jpg;Drone
Dataset/train/images\DTR (6370).jpg;Drone
Dataset/train/images\DTR (6371).jpg;Drone
Dataset/train/images\DTR (6372).jpg;Drone
Dataset/train/images\DTR (6373).jpg;Drone
Dataset/train/images\DTR (6374).jpg;Drone
Dataset/train/images\DTR (6375).jpg;Drone
Dataset/train/images\DTR (6376).jpg;Drone
Dataset/train/images\DTR (6377).jpg;Drone
Dataset/train/images\DTR (6378).jpg;Drone
Dataset/train/images\DTR (6379).jpg;Drone
Dataset/train/images\DTR (638).jpg;Drone
Dataset/train/images\DTR (6380).jpg;Drone
Dataset/train/images\DTR (6381).jpg;Drone
Dataset/train/images\DTR (6382).jpg;Drone
Dataset/train/images\DTR (6383).jpg;Drone
Dataset/train/images\DTR (6384).jpg;Drone
Dataset/train/images\DTR (6385).jpg;Drone
Dataset/train/images\DTR (6386).jpg;Drone
Dataset/train/images\DTR (6387).jpg;Drone
Dataset/train/images\DTR (6388).jpg;Drone
Dataset/train/images\DTR (6389).jpg;Drone
Dataset/train/images\DTR (639).jpg;Drone
Dataset/train/images\DTR (6390).jpg;Drone
Dataset/train/images\DTR (6391).jpg;Drone
Dataset/train/images\DTR (6392).jpg;Drone
Dataset/train/images\DTR (6393).jpg;Drone
Dataset/train/images\DTR (6394).jpg;Drone
Dataset/train/images\DTR (6395).jpg;Drone
Dataset/train/images\DTR (6396).jpg;Drone
Dataset/train/images\DTR (6397).jpg;Drone
Dataset/train/images\DTR (6398).jpg;Drone
Dataset/train/images\DTR (6399).jpg;Drone
Dataset/train/images\DTR (64).jpg;Drone
Dataset/train/images\DTR (640).jpg;Drone
Dataset/train/images\DTR (6400).jpg;Drone
Dataset/train/images\DTR (6401).jpg;Drone
Dataset/train/images\DTR (6402).jpg;Drone
Dataset/train/images\DTR (6403).jpg;Drone
Dataset/train/images\DTR (6404).jpg;Drone
Dataset/train/images\DTR (6405).jpg;Drone
Dataset/train/images\DTR (6406).jpg;Drone
Dataset/train/images\DTR (6407).jpg;Drone
Dataset/train/images\DTR (6408).jpg;Drone
Dataset/train/images\DTR (6409).jpg;Drone
Dataset/train/images\DTR (641).jpg;Drone
Dataset/train/images\DTR (6410).jpg;Drone
Dataset/train/images\DTR (6411).jpg;Drone
Dataset/train/images\DTR (6412).jpg;Drone
Dataset/train/images\DTR (6413).jpg;Drone
Dataset/train/images\DTR (6414).jpg;Drone
Dataset/train/images\DTR (6415).jpg;Drone
Dataset/train/images\DTR (6416).jpg;Drone
Dataset/train/images\DTR (6417).jpg;Drone
Dataset/train/images\DTR (6418).jpg;Drone
Dataset/train/images\DTR (6419).jpg;Drone
Dataset/train/images\DTR (642).jpg;Drone
Dataset/train/images\DTR (6420).jpg;Drone
Dataset/train/images\DTR (6421).jpg;Drone
Dataset/train/images\DTR (6422).jpg;Drone
Dataset/train/images\DTR (6423).jpg;Drone
Dataset/train/images\DTR (6424).jpg;Drone
Dataset/train/images\DTR (6425).jpg;Drone
Dataset/train/images\DTR (6426).jpg;Drone
Dataset/train/images\DTR (6427).jpg;Drone
Dataset/train/images\DTR (6428).jpg;Drone
Dataset/train/images\DTR (6429).jpg;Drone
Dataset/train/images\DTR (643).jpg;Drone
Dataset/train/images\DTR (6430).jpg;Drone
Dataset/train/images\DTR (6431).jpg;Drone
Dataset/train/images\DTR (6432).jpg;Drone
Dataset/train/images\DTR (6433).jpg;Drone
Dataset/train/images\DTR (6434).jpg;Drone
Dataset/train/images\DTR (6435).jpg;Drone
Dataset/train/images\DTR (6436).jpg;Drone
Dataset/train/images\DTR (6437).jpg;Drone
Dataset/train/images\DTR (6438).jpg;Drone
Dataset/train/images\DTR (6439).jpg;Drone
Dataset/train/images\DTR (644).jpg;Drone
Dataset/train/images\DTR (6440).jpg;Drone
Dataset/train/images\DTR (6441).jpg;Drone
Dataset/train/images\DTR (6442).jpg;Drone
Dataset/train/images\DTR (6443).jpg;Drone
Dataset/train/images\DTR (6444).jpg;Drone
Dataset/train/images\DTR (6445).jpg;Drone
Dataset/train/images\DTR (6446).jpg;Drone
Dataset/train/images\DTR (6447).jpg;Drone
Dataset/train/images\DTR (6448).jpg;Drone
Dataset/train/images\DTR (6449).jpg;Drone
Dataset/train/images\DTR (645).jpg;Drone
Dataset/train/images\DTR (6450).jpg;Drone
Dataset/train/images\DTR (6451).jpg;Drone
Dataset/train/images\DTR (6452).jpg;Drone
Dataset/train/images\DTR (6453).jpg;Drone
Dataset/train/images\DTR (6454).jpg;Drone
Dataset/train/images\DTR (6455).jpg;Drone
Dataset/train/images\DTR (6456).jpg;Drone
Dataset/train/images\DTR (6457).jpg;Drone
Dataset/train/images\DTR (6458).jpg;Drone
Dataset/train/images\DTR (6459).jpg;Drone
Dataset/train/images\DTR (646).jpg;Drone
Dataset/train/images\DTR (6460).jpg;Drone
Dataset/train/images\DTR (6461).jpg;Drone
Dataset/train/images\DTR (6462).jpg;Drone
Dataset/train/images\DTR (6463).jpg;Drone
Dataset/train/images\DTR (6464).jpg;Drone
Dataset/train/images\DTR (6465).jpg;Drone
Dataset/train/images\DTR (6466).jpg;Drone
Dataset/train/images\DTR (6467).jpg;Drone
Dataset/train/images\DTR (6468).jpg;Drone
Dataset/train/images\DTR (6469).jpg;Drone
Dataset/train/images\DTR (647).jpg;Drone
Dataset/train/images\DTR (6470).jpg;Drone
Dataset/train/images\DTR (6471).jpg;Drone
Dataset/train/images\DTR (6472).jpg;Drone
Dataset/train/images\DTR (6473).jpg;Drone
Dataset/train/images\DTR (6474).jpg;Drone
